"","fatality","time_of_day","day_of_week","month","number_of_colliding_vehicles","heavy_vehicle_involved","accident_at_intersection","inappropriate_turning"
"12941",1,"6","0","12","1","0","1","0"
"12942",1,"9","2","12","1","0","0","0"
"12943",1,"6","0","12","1","0","1","0"
"12944",1,"18","5","2","1","0","0","0"
"12945",1,"7","6","12","1","1","1","0"
"12946",1,"0","1","12","1","1","1","0"
"12947",1,"3","2","3","3","0","0","0"
"12948",1,"18","1","2","1","0","0","0"
"12949",1,"18","1","8","1","1","0","0"
"12950",1,"16","1","12","3","0","1","0"
"12951",1,"18","1","12","3","1","0","0"
"12952",1,"18","1","12","1","0","1","0"
"12953",1,"18","1","12","1","0","1","0"
"12954",1,"9","0","1","1","0","0","0"
"12955",1,"4","1","12","2","0","0","0"
"12956",1,"9","1","1","2","0","1","0"
"12957",1,"23","2","2","1","0","0","0"
"12958",1,"23","1","12","2","0","0","0"
"12959",1,"23","1","1","1","0","0","0"
"12960",1,"23","4","12","2","1","1","0"
"12961",1,"13","1","12","0","0","1","0"
"12962",1,"9","1","1","1","0","0","0"
"12963",1,"23","0","12","2","0","0","0"
"12964",1,"20","2","12","1","0","1","0"
"12965",1,"10","2","2","2","0","0","0"
"12966",1,"4","5","2","2","0","1","0"
"12967",1,"10","0","11","1","0","0","0"
"12968",1,"10","2","11","2","0","0","0"
"12969",1,"15","2","11","2","0","1","0"
"12970",1,"20","0","11","1","0","1","0"
"12971",1,"5","0","12","2","0","1","0"
"12972",1,"10","0","12","2","0","1","0"
"12973",1,"5","0","12","1","0","1","0"
"12974",1,"2","4","11","1","0","0","0"
"12975",1,"9","1","3","1","1","1","0"
"12976",1,"16","4","11","2","1","1","0"
"12977",1,"2","4","3","2","1","0","0"
"12978",1,"9","4","11","1","1","0","0"
"12979",1,"2","3","3","0","0","0","0"
"12980",1,"2","5","11","2","0","0","0"
"12981",1,"2","4","3","2","1","0","0"
"12982",1,"16","4","2","1","0","1","0"
"12983",1,"2","1","3","1","0","1","0"
"12984",1,"4","3","11","5","0","0","0"
"12985",1,"18","3","7","1","1","0","0"
"12986",1,"19","4","11","5","1","1","0"
"12987",1,"19","3","11","5","1","1","0"
"12988",1,"3","2","3","1","0","1","0"
"12989",1,"19","0","6","1","0","1","0"
"12990",1,"18","3","11","5","1","1","0"
"12991",1,"18","5","11","5","1","1","0"
"12992",1,"18","3","11","1","1","0","0"
"12993",1,"7","3","8","5","1","1","0"
"12994",1,"9","2","11","2","1","1","0"
"12995",1,"16","2","1","1","1","0","0"
"12996",1,"16","0","1","0","0","1","0"
"12997",1,"16","2","11","1","0","0","0"
"12998",1,"16","2","1","2","0","1","0"
"12999",1,"16","3","11","4","0","0","0"
"13000",1,"16","2","1","1","0","1","0"
"13001",1,"16","2","1","1","0","0","0"
"13002",1,"5","1","12","1","1","0","0"
"13003",1,"13","2","1","0","1","0","0"
"13004",1,"21","2","2","1","0","1","0"
"13005",1,"20","2","1","4","0","1","0"
"13006",1,"21","2","11","0","0","0","0"
"13007",1,"4","5","11","1","0","0","0"
"13008",1,"20","3","11","1","0","0","0"
"13009",1,"13","2","1","0","0","1","0"
"13010",1,"20","2","11","4","0","0","0"
"13011",1,"20","2","1","4","0","0","0"
"13012",1,"21","0","1","0","0","1","0"
"13013",1,"21","2","12","1","0","0","0"
"13014",1,"5","1","11","1","0","0","0"
"13015",1,"20","0","1","1","0","0","0"
"13016",1,"11","0","11","1","0","0","0"
"13017",1,"11","5","11","1","0","0","0"
"13018",1,"4","5","2","2","1","0","0"
"13019",1,"11","0","12","1","1","1","0"
"13020",1,"4","5","11","2","0","1","0"
"130211",1,"11","0","11","2","1","1","0"
"13022",1,"4","5","11","1","1","1","0"
"13023",1,"20","0","1","1","0","0","0"
"13024",1,"3","5","11","4","0","0","0"
"13025",1,"0","5","11","1","1","0","0"
"13026",1,"18","3","11","2","1","0","0"
"13027",1,"8","5","11","2","0","1","0"
"13028",1,"18","5","11","1","1","0","0"
"13029",1,"0","5","11","1","0","0","0"
"13030",1,"0","2","12","1","0","0","0"
"13031",1,"0","4","11","1","0","1","0"
"13032",1,"5","5","12","1","0","0","0"
"13033",1,"0","3","2","2","0","1","0"
"13034",1,"9","2","1","2","0","0","0"
"13035",1,"5","2","11","1","0","0","0"
"13036",1,"19","2","1","1","0","1","0"
"13037",1,"13","0","1","0","0","0","0"
"13038",1,"9","2","1","2","0","0","0"
"13039",1,"5","1","12","2","0","1","0"
"13040",1,"5","1","11","2","0","1","0"
"13041",1,"5","2","12","1","0","1","0"
"13042",1,"19","2","12","2","0","0","0"
"13043",1,"4","5","11","2","0","0","0"
"13044",1,"13","2","11","1","0","1","0"
"13045",1,"22","2","1","4","0","1","0"
"13046",1,"22","2","1","1","0","1","0"
"13047",1,"22","2","11","1","0","0","0"
"13048",1,"22","2","1","1","0","0","0"
"13049",1,"22","2","11","1","0","0","0"
"13050",1,"22","2","11","1","0","0","0"
"13051",1,"13","2","11","1","0","1","0"
"13052",1,"5","1","12","1","0","1","0"
"13053",1,"22","0","11","1","0","0","0"
"13054",1,"13","3","11","1","0","1","0"
"13055",1,"20","2","11","1","0","0","0"
"13056",1,"5","0","11","2","0","1","0"
"13057",1,"20","0","1","4","0","1","0"
"13058",1,"5","1","11","2","0","0","0"
"13059",1,"20","0","11","4","0","1","0"
"13060",1,"5","0","12","2","0","1","0"
"13061",1,"15","0","11","1","0","0","0"
"13062",1,"13","2","11","2","0","1","0"
"13063",1,"13","5","11","1","0","1","0"
"13064",1,"19","3","2","1","0","1","0"
"13065",1,"20","2","12","1","0","0","0"
"13066",1,"13","0","1","0","0","0","0"
"13067",1,"9","0","11","2","0","1","0"
"13068",1,"19","3","11","0","0","1","0"
"13069",1,"20","3","11","0","0","0","0"
"13070",1,"19","2","2","1","0","1","0"
"130711",1,"19","3","11","1","0","0","0"
"13072",1,"19","0","11","2","0","1","0"
"13073",1,"9","0","11","2","0","1","0"
"13074",1,"11","5","11","2","0","1","0"
"13075",1,"3","2","11","2","0","0","0"
"13076",1,"6","0","3","2","0","1","0"
"13077",1,"11","0","11","1","0","0","0"
"13078",1,"11","5","11","1","0","1","0"
"13079",1,"11","2","3","1","0","1","0"
"13080",1,"11","0","7","1","1","1","0"
"13081",1,"7","6","8","2","1","0","0"
"13082",1,"11","0","11","2","0","0","0"
"13083",1,"11","0","8","2","0","1","0"
"13084",1,"20","2","11","1","0","1","0"
"13085",1,"1","3","11","1","0","0","0"
"13086",1,"20","0","11","4","0","1","0"
"13087",1,"5","2","12","1","0","1","0"
"13088",1,"5","0","11","1","0","1","0"
"13089",1,"5","0","11","4","0","0","0"
"130901",1,"20","3","11","1","0","0","0"
"13091",1,"20","2","12","1","0","0","0"
"13092",1,"5","3","11","1","0","1","0"
"13093",1,"5","0","11","1","0","1","0"
"13094",1,"13","1","11","3","0","1","0"
"13095",1,"13","1","3","1","0","0","0"
"13096",1,"7","6","8","3","0","0","0"
"13097",1,"3","2","11","3","0","0","0"
"13098",1,"7","6","8","3","1","0","0"
"13099",1,"3","2","11","1","0","0","0"
"13100",1,"13","2","3","3","0","0","0"
"13101",1,"3","0","11","1","0","1","0"
"13102",1,"6","0","3","1","0","0","0"
"13103",1,"13","0","3","3","1","1","0"
"13104",1,"18","5","7","1","0","1","0"
"13105",1,"7","6","11","2","0","0","0"
"13106",1,"17","0","11","1","1","0","0"
"13107",1,"17","2","3","1","0","0","0"
"13108",1,"17","6","8","1","0","1","0"
"13109",1,"6","1","3","1","0","0","0"
"13110",1,"17","0","11","2","0","1","0"
"13111",1,"17","0","7","2","0","0","0"
"13112",1,"18","0","7","2","1","0","0"
"13113",1,"17","6","11","1","0","1","0"
"13114",1,"0","0","1","1","0","1","0"
"13115",1,"0","0","1","1","0","0","0"
"13116",1,"15","2","11","2","0","1","0"
"13117",1,"4","6","11","1","0","1","0"
"13118",1,"0","6","1","4","0","1","0"
"13119",1,"0","6","1","4","0","0","0"
"13120",1,"0","2","2","1","0","1","0"
"13121",1,"4","6","2","1","0","1","0"
"13122",1,"0","6","11","2","0","0","0"
"13123",1,"0","6","2","2","0","1","0"
"13124",1,"6","6","12","4","1","1","0"
"13125",1,"6","2","11","2","0","0","0"
"13126",1,"3","4","11","4","1","1","0"
"13127",1,"18","6","11","1","1","1","0"
"13128",1,"5","2","12","1","1","1","0"
"13129",1,"5","6","11","2","1","1","0"
"13130",1,"6","6","2","2","1","0","0"
"13131",1,"6","2","11","2","0","1","0"
"13132",1,"18","6","11","2","0","1","0"
"13133",1,"18","3","2","1","0","1","0"
"13134",1,"21","5","12","0","0","0","0"
"13135",1,"21","0","1","2","0","0","0"
"13136",1,"13","0","11","1","0","0","0"
"13137",1,"21","5","11","2","0","1","0"
"13138",1,"21","2","12","1","0","0","0"
"13139",1,"20","5","11","1","0","0","0"
"13140",1,"21","3","1","4","0","1","0"
"13141",1,"21","0","11","0","0","1","0"
"13142",1,"21","2","2","2","0","1","0"
"13143",1,"13","5","11","0","0","0","0"
"13144",1,"9","0","11","2","0","0","0"
"13145",1,"13","0","11","0","0","1","0"
"13146",1,"17","4","11","1","0","0","0"
"13147",1,"20","4","12","0","0","1","0"
"13148",1,"20","2","12","1","0","1","0"
"13149",1,"20","2","12","1","0","1","0"
"13150",1,"17","4","2","2","0","1","0"
"13151",1,"17","4","11","1","0","1","0"
"13152",1,"20","2","12","1","0","0","0"
"13153",1,"4","5","2","1","0","1","0"
"13154",1,"8","0","1","0","0","0","0"
"13155",1,"8","3","11","0","0","0","0"
"13156",1,"13","0","11","0","0","0","0"
"13157",1,"8","3","2","1","0","0","0"
"13158",1,"4","3","2","1","0","0","0"
"13159",1,"13","3","11","0","0","0","0"
"13160",1,"8","3","11","0","0","1","0"
"13161",1,"8","0","1","1","0","1","0"
"13162",1,"8","3","2","1","0","1","0"
"13163",1,"15","3","11","1","0","1","0"
"13164",1,"23","3","12","2","1","0","0"
"13165",1,"20","1","11","1","0","1","0"
"13166",1,"20","1","12","2","0","0","0"
"13167",1,"9","0","1","1","0","1","0"
"13168",1,"13","0","11","1","0","1","0"
"13169",1,"4","5","2","2","1","0","0"
"13170",1,"20","0","11","1","0","0","0"
"13171",1,"13","3","11","0","0","0","0"
"13172",1,"9","3","11","2","1","1","0"
"13173",1,"9","3","1","1","0","0","0"
"13174",1,"6","1","11","0","1","0","0"
"13175",1,"9","1","1","1","0","0","0"
"13176",1,"6","2","12","0","0","0","0"
"13177",1,"6","1","2","2","1","1","0"
"13178",1,"20","1","11","1","0","1","0"
"13179",1,"20","2","11","0","1","0","0"
"13180",1,"6","1","11","2","1","0","0"
"13181",1,"6","3","11","4","1","0","0"
"13182",1,"6","3","11","4","1","0","0"
"13183",1,"6","1","11","4","1","0","0"
"13184",1,"9","0","11","1","1","0","0"
"13185",1,"8","5","2","2","0","0","0"
"13186",1,"20","3","11","4","1","1","0"
"13187",1,"8","0","1","1","0","0","0"
"13188",1,"8","6","2","1","0","0","0"
"13189",1,"8","0","1","1","0","1","0"
"13190",1,"20","6","11","0","0","1","0"
"13191",1,"13","0","11","1","1","1","0"
"13192",1,"13","6","11","0","0","1","0"
"13193",1,"8","0","1","1","0","0","0"
"13194",1,"10","6","11","2","0","0","0"
"13195",1,"20","6","11","1","0","0","0"
"13196",1,"10","0","11","2","0","1","0"
"13197",1,"10","6","11","2","0","0","0"
"13198",1,"10","6","11","2","0","1","0"
"13199",1,"10","6","2","2","0","0","0"
"13200",1,"13","0","11","0","0","1","0"
"13201",1,"10","6","11","1","0","1","0"
"13202",1,"20","6","1","1","0","0","0"
"13203",1,"4","5","2","2","0","1","0"
"13204",1,"16","0","11","2","0","0","0"
"13205",1,"20","6","1","4","0","0","0"
"13206",1,"16","0","1","1","0","1","0"
"13207",1,"16","6","2","1","0","1","0"
"13208",1,"13","6","11","1","0","0","0"
"13209",1,"16","3","11","4","0","0","0"
"13210",1,"20","6","11","1","0","0","0"
"13211",1,"4","5","11","1","0","1","0"
"13212",1,"16","6","11","2","0","1","0"
"13213",1,"4","6","11","2","0","1","0"
"13214",1,"4","4","3","1","0","0","0"
"13215",1,"20","3","1","1","0","0","0"
"13216",1,"13","0","3","1","1","0","0"
"13217",1,"13","4","3","1","1","1","0"
"13218",1,"13","0","2","2","0","0","0"
"13219",1,"13","4","10","2","1","1","0"
"13220",1,"13","2","10","2","0","1","0"
"13221",1,"13","3","1","1","0","0","0"
"13222",1,"13","2","2","1","0","1","0"
"13223",1,"15","2","10","1","0","1","0"
"13224",1,"13","0","10","0","0","0","0"
"132251",1,"15","2","10","1","0","1","0"
"13226",1,"9","6","10","2","0","1","0"
"13227",1,"5","6","10","2","0","0","0"
"13228",1,"15","6","10","1","0","1","0"
"132291",1,"5","6","10","1","0","0","0"
"13230",1,"5","6","2","1","0","1","0"
"13231",1,"4","6","10","2","1","0","0"
"13232",1,"5","6","2","1","0","1","0"
"13233",1,"4","6","2","1","0","0","0"
"13234",1,"9","4","3","1","1","1","0"
"13235",1,"9","2","2","2","0","1","0"
"13236",1,"20","2","12","0","0","1","0"
"13237",1,"9","5","2","2","0","1","0"
"13238",1,"15","2","2","2","0","1","0"
"13239",1,"20","3","10","4","0","1","0"
"13240",1,"13","5","10","0","0","0","0"
"13241",1,"9","5","3","2","0","1","0"
"13242",1,"13","0","1","0","0","1","0"
"13243",1,"9","3","10","4","0","0","0"
"13244",1,"12","3","10","1","0","0","0"
"13245",1,"4","4","2","1","0","1","0"
"13246",1,"4","4","10","1","0","1","0"
"13247",1,"12","3","10","1","0","0","0"
"13248",1,"12","4","1","2","0","0","0"
"13249",1,"9","4","10","2","0","0","0"
"13250",1,"20","3","10","4","0","1","0"
"13251",1,"13","0","10","1","0","0","0"
"13252",1,"13","0","10","0","0","0","0"
"13253",1,"12","4","12","0","0","1","0"
"13254",1,"13","0","1","0","0","0","0"
"13255",1,"4","4","10","1","0","1","0"
"13256",1,"19","5","2","1","0","0","0"
"13257",1,"13","0","10","1","0","0","0"
"132581",1,"4","5","10","1","0","1","0"
"13259",1,"9","4","1","1","0","1","0"
"13260",1,"19","0","10","2","0","0","0"
"13261",1,"19","2","10","0","0","1","0"
"13262",1,"19","4","1","1","0","1","0"
"13263",1,"19","0","10","2","0","0","0"
"13264",1,"0","0","6","1","0","1","0"
"13265",1,"18","0","6","1","0","0","0"
"13266",1,"16","5","10","1","0","1","0"
"13267",1,"0","4","2","2","0","0","0"
"13268",1,"18","2","10","1","0","0","0"
"13269",1,"18","5","2","1","0","1","0"
"13270",1,"18","1","3","2","0","1","0"
"13271",1,"0","0","10","2","1","1","0"
"13272",1,"0","0","10","2","0","0","0"
"13273",1,"16","2","2","2","0","0","0"
"13274",1,"19","2","10","2","0","1","0"
"13275",1,"19","5","2","2","0","1","0"
"13276",1,"19","4","10","1","0","1","0"
"13277",1,"19","4","10","1","0","1","0"
"13278",1,"9","1","10","2","0","0","0"
"13279",1,"19","0","1","2","0","1","0"
"13280",1,"13","0","1","0","0","0","0"
"13281",1,"15","2","2","2","0","1","0"
"13282",1,"19","4","3","1","1","1","0"
"13283",1,"9","1","10","1","0","0","0"
"13284",1,"13","0","1","0","0","1","0"
"13285",1,"1","5","10","2","0","0","0"
"13286",1,"15","2","2","2","0","0","0"
"13287",1,"1","5","10","4","0","0","0"
"13288",1,"1","3","1","1","0","0","0"
"13289",1,"1","0","10","1","0","1","0"
"13290",1,"13","0","10","0","0","1","0"
"13291",1,"1","0","10","0","0","1","0"
"13292",1,"1","5","2","2","0","1","0"
"13293",1,"9","0","10","2","0","1","0"
"132941",1,"19","4","10","2","1","0","0"
"13295",1,"4","4","10","1","0","1","0"
"13296",1,"9","2","1","2","0","0","0"
"13297",1,"19","2","1","0","0","1","0"
"13298",1,"19","2","2","1","0","0","0"
"13299",1,"19","0","10","0","0","1","0"
"13300",1,"19","3","10","1","0","0","0"
"13301",1,"9","2","10","1","0","0","0"
"13302",1,"19","0","1","0","0","0","0"
"13303",1,"19","4","3","1","1","0","0"
"13304",1,"3","0","10","0","0","1","0"
"13305",1,"9","0","1","1","0","1","0"
"13306",1,"4","2","3","2","1","0","0"
"13307",1,"3","2","3","2","1","0","0"
"13308",1,"13","0","1","0","0","0","0"
"13309",1,"9","2","10","1","0","0","0"
"13310",1,"3","4","3","2","1","1","0"
"13311",1,"3","2","10","1","0","0","0"
"13312",1,"3","2","1","1","0","1","0"
"13313",1,"3","4","3","2","1","1","0"
"13314",1,"4","1","10","1","0","1","0"
"13315",1,"8","2","10","1","1","1","0"
"13316",1,"0","4","2","2","0","1","0"
"13317",1,"8","2","10","1","0","1","0"
"13318",1,"8","1","2","1","0","1","0"
"13319",1,"8","0","10","1","0","0","0"
"13320",1,"4","1","2","2","1","0","0"
"13321",1,"8","2","10","2","0","0","0"
"13322",1,"8","2","2","1","0","1","0"
"13323",1,"12","2","10","2","0","0","0"
"13324",1,"6","2","10","2","0","1","0"
"13325",1,"8","5","10","2","0","0","0"
"133261",1,"16","2","2","1","0","1","0"
"13327",1,"8","1","3","2","0","0","0"
"13328",1,"0","2","10","2","0","1","0"
"13329",1,"18","2","7","2","1","0","0"
"13330",1,"8","0","6","2","0","1","0"
"13331",1,"0","0","10","2","1","1","0"
"13332",1,"8","0","6","1","0","0","0"
"13333",1,"16","2","2","1","0","0","0"
"13334",1,"10","3","10","4","0","1","0"
"13335",1,"10","0","10","0","0","0","0"
"13336",1,"13","1","10","1","1","1","0"
"13337",1,"10","1","1","0","0","1","0"
"13338",1,"10","1","10","1","1","0","0"
"13339",1,"10","1","10","1","1","1","0"
"13340",1,"20","2","12","1","1","0","0"
"13341",1,"20","2","12","1","1","0","0"
"13342",1,"20","2","10","0","0","1","0"
"13343",1,"10","1","1","0","1","1","0"
"13344",1,"4","1","10","1","0","0","0"
"13345",1,"20","3","1","4","0","0","0"
"13346",1,"15","1","10","1","0","0","0"
"13347",1,"13","1","10","1","0","1","0"
"13348",1,"9","1","1","1","0","1","0"
"13349",1,"13","1","10","2","0","0","0"
"13350",1,"13","1","3","2","0","1","0"
"13351",1,"13","3","1","4","0","1","0"
"13352",1,"4","1","3","1","0","0","0"
"13353",1,"13","4","3","2","1","0","0"
"13354",1,"16","5","10","2","0","1","0"
"13355",1,"3","1","10","1","0","1","0"
"13356",1,"7","1","8","2","1","1","0"
"13357",1,"0","1","10","1","1","1","0"
"13358",1,"3","2","10","2","0","1","0"
"13359",1,"23","6","10","2","1","1","0"
"13360",1,"7","6","10","2","0","1","0"
"13361",1,"23","0","10","1","1","0","0"
"13362",1,"23","6","10","1","0","1","0"
"13363",1,"23","1","10","2","0","0","0"
"13364",1,"15","0","2","1","1","1","0"
"13365",1,"16","5","10","2","1","1","0"
"13366",1,"4","1","10","2","1","1","0"
"13367",1,"15","4","10","2","1","0","0"
"13368",1,"12","0","10","1","0","0","0"
"13369",1,"6","0","3","1","0","0","0"
"13370",1,"16","5","2","2","0","0","0"
"13371",1,"4","1","10","2","0","1","0"
"13372",1,"15","0","10","1","1","1","0"
"13373",1,"0","0","10","1","0","0","0"
"13374",1,"0","2","10","2","0","1","0"
"13375",1,"0","3","10","2","1","0","0"
"13376",1,"0","2","7","2","0","0","0"
"13377",1,"4","1","10","1","1","1","0"
"13378",1,"0","3","10","1","1","0","0"
"13379",1,"5","3","10","0","0","1","0"
"13380",1,"5","2","12","2","1","0","0"
"13381",1,"0","4","10","1","1","1","0"
"13382",1,"0","2","12","1","0","0","0"
"13383",1,"5","4","10","1","0","1","0"
"13384",1,"18","5","10","1","0","0","0"
"13385",1,"16","5","2","1","0","1","0"
"13386",1,"17","6","8","1","1","1","0"
"13387",1,"7","1","10","1","0","1","0"
"13388",1,"17","1","8","1","1","1","0"
"13389",1,"3","2","10","2","0","0","0"
"13390",1,"17","1","8","1","0","0","0"
"13391",1,"17","1","2","2","0","0","0"
"13392",1,"7","1","8","2","1","0","0"
"13393",1,"3","1","3","1","0","1","0"
"13394",1,"21","0","1","2","0","0","0"
"13395",1,"4","5","2","1","0","0","0"
"13396",1,"4","1","2","2","0","1","0"
"133971",1,"21","0","1","2","0","0","0"
"13398",1,"4","1","3","1","0","1","0"
"13399",1,"21","1","1","0","0","0","0"
"13400",1,"13","0","1","1","0","1","0"
"134011",1,"4","5","10","1","0","0","0"
"13402",1,"21","1","1","1","0","0","0"
"13403",1,"9","1","1","2","0","0","0"
"13404",1,"23","3","1","1","0","1","0"
"13405",1,"23","0","2","1","0","1","0"
"13406",1,"15","2","2","2","0","0","0"
"13407",1,"23","0","10","4","0","0","0"
"13408",1,"15","2","2","2","0","1","0"
"13409",1,"23","2","12","1","0","1","0"
"13410",1,"23","0","10","1","1","0","0"
"134111",1,"23","2","12","1","0","1","0"
"13412",1,"23","0","1","4","0","0","0"
"13413",1,"15","0","10","2","0","1","0"
"13414",1,"19","3","1","4","0","0","0"
"13415",1,"19","5","2","2","0","1","0"
"13416",1,"19","0","10","1","0","0","0"
"13417",1,"19","2","10","0","0","0","0"
"13418",1,"19","4","10","1","1","1","0"
"13419",1,"20","0","1","4","0","0","0"
"13420",1,"19","5","2","1","0","1","0"
"13421",1,"20","0","12","1","0","0","0"
"13422",1,"20","0","10","1","0","1","0"
"13423",1,"19","0","1","4","0","1","0"
"13424",1,"4","6","10","2","0","1","0"
"13425",1,"4","5","2","1","0","1","0"
"13426",1,"1","4","3","2","1","0","0"
"13427",1,"4","6","10","1","0","1","0"
"13428",1,"1","6","2","2","0","1","0"
"134291",1,"4","4","10","2","0","1","0"
"13430",1,"4","5","2","1","0","0","0"
"13431",1,"1","0","10","1","0","0","0"
"13432",1,"1","4","3","2","1","0","0"
"13433",1,"1","0","1","0","0","1","0"
"13434",1,"16","3","10","2","0","1","0"
"13435",1,"16","3","10","2","0","0","0"
"13436",1,"16","3","10","2","0","1","0"
"13437",1,"16","0","10","1","0","0","0"
"13438",1,"15","3","2","1","0","0","0"
"13439",1,"16","3","10","2","0","1","0"
"13440",1,"13","0","1","1","0","1","0"
"13441",1,"4","3","10","2","0","1","0"
"13442",1,"16","3","3","1","0","1","0"
"13443",1,"16","0","10","1","0","1","0"
"13444",1,"12","5","9","2","0","1","0"
"13445",1,"3","2","3","2","0","0","0"
"13446",1,"12","1","3","1","0","1","0"
"13447",1,"12","6","3","2","0","1","0"
"13448",1,"16","6","9","1","0","1","0"
"13449",1,"18","6","7","2","1","0","0"
"13450",1,"16","6","2","1","0","0","0"
"134511",1,"12","1","9","2","0","0","0"
"13452",1,"12","1","9","1","0","0","0"
"13453",1,"0","0","9","2","1","1","0"
"13454",1,"9","3","9","1","0","0","0"
"13455",1,"6","1","3","2","0","0","0"
"13456",1,"9","0","6","2","0","1","0"
"13457",1,"6","1","9","2","0","0","0"
"13458",1,"3","3","3","1","0","1","0"
"13459",1,"6","3","3","1","0","0","0"
"13460",1,"9","1","9","2","0","0","0"
"13461",1,"6","1","3","2","0","0","0"
"13462",1,"3","3","9","2","0","0","0"
